tender_no,tender_description,agency,award_date,tender_detail_status,supplier_name,awarded_amt
DEF000ETT15000314,Provision of Group Insurance,Ministry of Defence,20/5/2016,Awarded to Suppliers,AVIVA LTD,0.51
DEF000ETT15000316,Technical Refresh and Maintenance of eExam System,Ministry of Defence,19/5/2016,Awarded to Suppliers,MQ SPECTRUM PTE. LTD.,318350
DEF000ETT15000319,Provision of Customised Souvenirs and Packing Services,Ministry of Defence,7/4/2016,Awarded to Suppliers,Dolworth Marketing Pte Ltd,181635
DEF000ETT16000003,Provision of Ground Work and Stage,Ministry of Defence,26/4/2016,Awarded to Suppliers,Pico Art International Pte Ltd,2101800
DEF000ETT16000004,Provision of Helicopter Underwater Escape Training (HUET),Ministry of Defence,21/6/2016,Awarded to Suppliers,MSTS ASIA (S'PORE) PTE. LTD.,673894
DEF000ETT16000007,Operations and Maintenance of SAF Rifle Ranges,Ministry of Defence,28/10/2016,Awarded to Suppliers,ST ENGINEERING LAND SYSTEMS LTD.,710000
DEF000ETT16000010,Corporate and Strategic Communications Module,Ministry of Defence,12/5/2016,Awarded to Suppliers,SINGAPORE MANAGEMENT UNIVERSITY,588006
DEF000ETT16000011,Period Contract for the Provision of Bus Transport Services,Ministry of Defence,12/4/2016,Awarded to Suppliers,RUI FENG CHARTERED PTE. LTD.,1557200
DEF000ETT16000018,Consultancy Services for Magazine,Ministry of Defence,13/5/2016,Awarded to Suppliers,NEWBASE CONTENT PTE. LTD.,180000
DEF000ETT16000019,PROVISION OF DESIGN SERVICES FOR PUBLICATIONS,Ministry of Defence,11/4/2016,Awarded to Suppliers,REDBEAN DE PTE. LTD.,48000
DEF000ETT16000019,PROVISION OF DESIGN SERVICES FOR PUBLICATIONS,Ministry of Defence,11/4/2016,Awarded to Suppliers,SUPERMARKET CREATIVE PTE. LTD.,24000
DEF000ETT16000020,Supply and Maintenance of the Fuel Monitoring Device,Ministry of Defence,28/4/2016,Awarded to Suppliers,URECON AUTOMATION PTE. LTD.,105850
DEF000ETT16000026,Provision of Evaluation Training and Consultancy Services,Ministry of Defence,11/8/2016,Awarded to Suppliers,KNIGHT GRIFFIN PTE. LTD.,151600
DEF000ETT16000027,"5 YEARS PERIOD CONTRACT FOR THE PROVISION OF PARTS, LOCAL REPAIR AND ONSITE MAINTENANCE SERVICES FOR COMPUTER SERVERS AND STORAGE SYSTEMS",Ministry of Defence,10/6/2016,Awarded to No Suppliers,Unknown,0
DEF000ETT16000032,Rental of Show Lighting System,Ministry of Defence,19/4/2016,Awarded to Suppliers,Showtec Communications Pte Ltd,4173392
DEF000ETT16000038,Provision of Handheld Flags,Ministry of Defence,22/6/2016,Awarded to Suppliers,CINDI CLASSIQUE PTE LTD,59300
DEF000ETT16000042,Provision of Travel-Related Services for Overseas Study Visits,Ministry of Defence,6/4/2016,Awarded to Suppliers,Safe2Travel Pte Ltd,89254
DEF000ETT16000046,PERIOD CONTRACT FOR SUPPLY AND INSTALLATION OF LED REPLACEMENT TUBES IN SAF CAMPS AND DSTA PREMISES,Ministry of Defence,3/10/2016,Awarded to Suppliers,AZTECH TECHNOLOGIES PTE. LTD.,7300000
DEF000ETT16000046,PERIOD CONTRACT FOR SUPPLY AND INSTALLATION OF LED REPLACEMENT TUBES IN SAF CAMPS AND DSTA PREMISES,Ministry of Defence,3/10/2016,Awarded to Suppliers,UNITED TECH ENGINEERING PTE LTD,5694000
DEF000ETT16000047,Provision of IT Leadership Programme,Ministry of Defence,7/4/2016,Awarded to Suppliers,NCS PTE. LTD.,46780
DEF000ETT16000048,Commemorative Book and Book Compendium,Ministry of Defence,18/5/2016,Awarded to Suppliers,EPIGRAM PTE LTD,60000
DEF000ETT16000048,Commemorative Book and Book Compendium,Ministry of Defence,18/5/2016,Awarded to Suppliers,STRAITS TIMES PRESS PTE. LTD.,90000
DEF000ETT16000049,Provision of Power Supply,Ministry of Defence,5/4/2016,Awarded to Suppliers,UNITED POWER & RESOURCES PTE. LTD.,1235916
DEF000ETT16000050,Provision of Bus Services,Ministry of Defence,20/4/2016,Awarded to Suppliers,AEDGE HOLDINGS PTE LTD,861600
DEF000ETT16000053,Provision of Public Address and Sound System,Ministry of Defence,30/5/2016,Awarded to Suppliers,THE SHOW COMPANY PTE LTD,1070000
DEF000ETT16000054,REPAINTING OF DISPLAY AIRCRAFT,Ministry of Defence,26/9/2016,Awarded to Suppliers,MACO TECHNICAL PTE LTD,103318
DEF000ETT16000055,Film Consultancy and Competition Management,Ministry of Defence,25/5/2016,Awarded to Suppliers,OBJECTIFS PTE. LTD.,102500
DEF000ETT16000057,Rental of Cue Communications System,Ministry of Defence,27/5/2016,Awarded to Suppliers,RIEDEL COMMUNICATIONS GMBH & CO. KG,352946.6
DEF000ETT16000059,Provision of Meals and Related Services,Ministry of Defence,5/7/2016,Awarded to Suppliers,CONTINENTAL DELIGHT CATERING SERVICES PTE. LTD.,137468.2
DEF000ETT16000059,Provision of Meals and Related Services,Ministry of Defence,5/7/2016,Awarded to Suppliers,JR FOODS PTE. LTD.,139480.2
DEF000ETT16000059,Provision of Meals and Related Services,Ministry of Defence,5/7/2016,Awarded to Suppliers,SFI MANUFACTURING PRIVATE LIMITED,143304.3
DEF000ETT16000060,Provision of Event Management Services,Ministry of Defence,11/5/2016,Awarded to Suppliers,MACRO EVENTS PTE LTD,112970
DEF000ETT16000062,Rental of Costumes and Props,Ministry of Defence,21/4/2016,Awarded to Suppliers,CUSTOMADE COSTUME & MERCHANDISE PTE. LTD.,357480
DEF000ETT16000062,Rental of Costumes and Props,Ministry of Defence,21/4/2016,Awarded to Suppliers,INT SUPPLY PTE. LTD.,2700
DEF000ETT16000062,Rental of Costumes and Props,Ministry of Defence,21/4/2016,Awarded to Suppliers,MOEPHOSIS CONCEPTS PTE. LTD.,123120
DEF000ETT16000062,Rental of Costumes and Props,Ministry of Defence,21/4/2016,Awarded to Suppliers,P'ART 1 DESIGN PTE LTD,173250
DEF000ETT16000063,Rental of Large Props,Ministry of Defence,29/4/2016,Awarded to Suppliers,P'ART 1 DESIGN PTE LTD,60000
DEF000ETT16000063,Rental of Large Props,Ministry of Defence,29/4/2016,Awarded to Suppliers,Q'S ADVERTISING PTE. LTD.,135000
DEF000ETT16000065,D2004-00910-555 RENOVATION WORK FOR AUDITORIUM IN NEE SOON CAMP,Ministry of Defence,29/6/2016,Awarded to Suppliers,TRADESMEN PTE LTD,521000
DEF000ETT16000067,Provision of Competition Management Services,Ministry of Defence,19/4/2016,Awarded to Suppliers,THE CPL DIGITAL ENTERTAINMENT PTE. LTD.,100000
DEF000ETT16000068,Rental of Multimedia Systems,Ministry of Defence,10/6/2016,Awarded to Suppliers,3818 ASIA ENGINEERING PTE. LTD.,737880
DEF000ETT16000068,Rental of Multimedia Systems,Ministry of Defence,10/6/2016,Awarded to Suppliers,HEXOGON SOLUTION PTE. LTD.,2500000
DEF000ETT16000068,Rental of Multimedia Systems,Ministry of Defence,10/6/2016,Awarded to Suppliers,THE SHOW COMPANY PTE LTD,1434000
DEF000ETT16000069,Supply of Apparel,Ministry of Defence,21/6/2016,Awarded to Suppliers,SIN MING INDUSTRIES (PTE) LTD.,647760
DEF000ETT16000070,Conduct of Phlebotomy Course,Ministry of Defence,5/5/2016,Awarded to Suppliers,PARKWAY COLLEGE OF NURSING & ALLIED HEALTH PTE. LTD.,212000
DEF000ETT16000071,D2004-00910-575 DEMOLITION OF BUILDINGS AT TRAINING PLOTS,Ministry of Defence,29/7/2016,Awarded to Suppliers,HWA AIK ENGINEERING PTE. LTD.,502500
DEF000ETT16000073,Provision of Bus Transport Services,Ministry of Defence,10/5/2016,Awarded to Suppliers,COMFORTDELGRO BUS PTE. LTD.,271666
DEF000ETT16000077,Supply and Installation of Electronic Key Press System,Ministry of Defence,22/8/2016,Awarded to Suppliers,CHUBB SINGAPORE PRIVATE LIMITED,88008
DEF000ETT16000078,Supply of Flags,Ministry of Defence,31/5/2016,Awarded to Suppliers,R A INTERNATIONAL MARKETING,126000
DEF000ETT16000083,Provision of Malay and Indonesian Language Courses,Ministry of Defence,12/5/2016,Awarded to Suppliers,DULK EDU CONSULTANCY,36000
DEF000ETT16000083,Provision of Malay and Indonesian Language Courses,Ministry of Defence,12/5/2016,Awarded to Suppliers,MRS TAN SONG KIANG @ ANNA LIEM HONG HOA,36000
DEF000ETT16000085,Construction of Infrastructure and Alteration Works,Ministry of Defence,11/5/2016,Awarded to Suppliers,CITYNEON EVENTS PTE. LTD.,928714.5
DEF000ETT16000089,Provision of Packed Meals and Related Services,Ministry of Defence,6/6/2016,Awarded to Suppliers,CONTINENTAL DELIGHT CATERING SERVICES PTE. LTD.,66000
DEF000ETT16000089,Provision of Packed Meals and Related Services,Ministry of Defence,6/6/2016,Awarded to Suppliers,TEAM CATERING PTE. LTD.,63960
DEF000ETT16000091,Provision of Bus Services,Ministry of Defence,12/5/2016,Awarded to Suppliers,SUN-GEE TRAVEL PTE LTD,183800
DEF000ETT16000096,Provision of decorations,Ministry of Defence,5/7/2016,Awarded to Suppliers,Allmaster Enterprise,177005
DEF000ETT16000096,Provision of decorations,Ministry of Defence,5/7/2016,Awarded to Suppliers,UNIVERSAL DISPLAYS PTE LTD,29890
DEF000ETT16000097,Logistics Support in India,Ministry of Defence,6/9/2016,Awarded to Suppliers,K.K. LOGISTICS,301605.04
DEF000ETT16000106,Provision of Course for Two Competency Units of the WSQ Advanced Certificate in Healthcare Support (Pharmacy Support),Ministry of Defence,8/7/2016,Awarded to Suppliers,Pharmaceutical Society of Singapore,222000
DEF000ETT16000109,Moving Services,Ministry of Defence,12/8/2016,Awarded to Suppliers,AS-1 LOGISTICS PTE. LTD.,96620
DEF000ETT16000109,Moving Services,Ministry of Defence,12/8/2016,Awarded to Suppliers,THE FAMILY MOVERS (SINGAPORE) PTE. LTD.,39500
DEF000ETT16000110,D2004-00912-270 RENOVATION OF OFFICE AT DEPOT ROAD,Ministry of Defence,17/8/2016,Awarded to Suppliers,PIKASA BUILDERS PTE. LTD.,389888
DEF000ETT16000112,Animation Consultancy and Competition Management Services,Ministry of Defence,22/6/2016,Awarded to Suppliers,Animagine Pte Ltd,914250
DEF000ETT16000117,Rental of Audio Visual Equipment,Ministry of Defence,16/6/2016,Awarded to Suppliers,UNIVERSAL AV PTE. LTD.,150000
DEF000ETT16000118,Conduct of Written Communications Module,Ministry of Defence,17/8/2016,Awarded to Suppliers,ACUATE PRIVATE LIMITED,106020
DEF000ETT16000120,Provision of Career Coaching and Referral Services,Ministry of Defence,18/7/2016,Awarded to Suppliers,EMA PARTNERS SINGAPORE PTE. LIMITED,837000
DEF000ETT16000127,Provision of Cardinal Learning Day Workshops,Ministry of Defence,20/7/2016,Awarded to Suppliers,ST ELECTRONICS (E-SERVICES) PTE. LTD.,86400
DEF000ETT16000128,Travel related services in India,Ministry of Defence,5/10/2016,Awarded to Suppliers,PACIFIC ARENA PTE. LTD.,120707.52
DEF000ETT16000130,"PROJECT D2015-00044-010 - ADDITION AND ALTERATION WORKS AT BLOCK 76, 77 & ANCILLARY WORKS AT UPPER JURONG ROAD",Ministry of Defence,6/12/2016,Awarded to Suppliers,FONDA GLOBAL ENGINEERING PTE. LTD.,3790000
DEF000ETT16000133,Provision of Info-Communication Technology Module,Ministry of Defence,1/7/2016,Awarded to Suppliers,SINGAPORE POLYTECHNIC,72000
DEF000ETT16000135,Shipment of Cargo,Ministry of Defence,1/7/2016,Awarded to Suppliers,JAS FORWARDING (SINGAPORE) PTE. LTD.,34500
DEF000ETT16000139,Provision of Assessment and Certification Services,Ministry of Defence,30/11/2016,Awarded to Suppliers,SOCOTEC CERTIFICATION SINGAPORE PTE. LTD.,25000
DEF000ETT16000139,Provision of Assessment and Certification Services,Ministry of Defence,30/11/2016,Awarded to Suppliers,Singapore Test Services Private Limited,1730915
DEF000ETT16000142,Inland Transportation of Cargo,Ministry of Defence,12/7/2016,Awarded to Suppliers,CWT PTE. LIMITED,91850
DEF000ETT16000143,D2015-00267 RECONSTRUCTION OF SYNTHETIC RUNNING TRACK IN SAFTI MILITARY INSTITUTE,Ministry of Defence,30/9/2016,Awarded to Suppliers,KOHUP SPORTS PTE LTD,592770
DEF000ETT16000145,Provision of Travel-Related Services for Overseas Study Visits,Ministry of Defence,24/8/2016,Awarded to Suppliers,PACIFIC ARENA PTE. LTD.,142472.93
DEF000ETT16000145,Provision of Travel-Related Services for Overseas Study Visits,Ministry of Defence,24/8/2016,Awarded to Suppliers,Safe2Travel Pte Ltd,87785.99
DEF000ETT16000146,Provision of Property Management Services in Australia,Ministry of Defence,31/10/2016,Awarded to Suppliers,BASEPOWER ENTERPRISES PTY LTD,140129.92
DEF000ETT16000149,Provision of Photography Services,Ministry of Defence,22/9/2016,Awarded to Suppliers,CMYK COLOR CENTRE,121530
DEF000ETT16000149,Provision of Photography Services,Ministry of Defence,22/9/2016,Awarded to Suppliers,PHOTOPLAY,265474
DEF000ETT16000149,Provision of Photography Services,Ministry of Defence,22/9/2016,Awarded to Suppliers,THE BUSYBODY PEOPLE PTE. LTD.,71029
DEF000ETT16000149,Provision of Photography Services,Ministry of Defence,22/9/2016,Awarded to Suppliers,WIDEVISION ASIA PTE. LTD.,278400
DEF000ETT16000150,Conduct of Free Fall Training,Ministry of Defence,3/8/2016,Awarded to Suppliers,"PERRIS VALLEY AVIATION SERVICES, INC.",286901.22
DEF000ETT16000151,PROVISION OF DINING VOUCHERS,Ministry of Defence,1/12/2016,Awarded to Suppliers,FURAMA RIVERFRONT SINGAPORE,232726.44
DEF000ETT16000151,PROVISION OF DINING VOUCHERS,Ministry of Defence,1/12/2016,Awarded to Suppliers,INTERCONTINENTAL SINGAPORE,232743.26
DEF000ETT16000153,D2015-00179 COOKHOUSE UPGRADING IN CLEMENTI CAMP,Ministry of Defence,21/10/2016,Awarded to Suppliers,SENG FOO BUILDING CONSTRUCTION PTE LTD,1101325
DEF000ETT16000154,Provision of Catering and Logistics Services for Chinese Sit Down Dinner,Ministry of Defence,9/9/2016,Awarded to Suppliers,PIN SI KITCHEN PTE. LTD.,224020
DEF000ETT16000155,Supply of Sports Science and Psychology Services,Ministry of Defence,5/9/2016,Awarded to Suppliers,SPORTPSYCH CONSULTING,309600
DEF000ETT16000159,"Travel Related Services in Los Angeles, USA",Ministry of Defence,25/8/2016,Awarded to Suppliers,DYNASTY TRAVEL INTERNATIONAL PTE LTD,73694.8
DEF000ETT16000161,Supply of Tents and Related Items,Ministry of Defence,1/11/2016,Awarded to Suppliers,ELS Defence Equipment Pte Ltd,17150
DEF000ETT16000161,Supply of Tents and Related Items,Ministry of Defence,1/11/2016,Awarded to Suppliers,RIVERIA MARKETING PTE LTD,121840
DEF000ETT16000161,Supply of Tents and Related Items,Ministry of Defence,1/11/2016,Awarded to Suppliers,SINAMYANG GROUP PTE. LTD.,1668
DEF000ETT16000175,Shipment of Cargo,Ministry of Defence,31/8/2016,Awarded to No Suppliers,Unknown,0
DEF000ETT16000176,D2004-00912-280 UPGRADING OF TOILETS AT DEFENCE TECHNOLOGY TOWER,Ministry of Defence,10/10/2016,Awarded to Suppliers,RDE CONSTRUCTION PTE LTD.,1939000
DEF000ETT16000177,Conduct of CISCO Certified Network Associate Routing and Switching Courses,Ministry of Defence,21/7/2016,Awarded to Suppliers,SINGAPORE POLYTECHNIC,73600
DEF000ETT16000180,Publicity Campaign for Defence Technology Community Event,Ministry of Defence,13/9/2016,Awarded to Suppliers,ASATSU-DK SINGAPORE PTE. LTD.,127000
DEF000ETT16000182,Inland Transportation of Cargo,Ministry of Defence,12/8/2016,Awarded to No Suppliers,Unknown,0
DEF000ETT16000184,Provision of Security Services,Ministry of Defence,29/8/2016,Awarded to Suppliers,GATES PCM INTEGRATED SERVICES PTE. LTD.,462000
DEF000ETT16000185,Conduct of Make-A-Thon Programme,Ministry of Defence,31/8/2016,Awarded to Suppliers,ONEMAKER GROUP PTE. LTD.,60000
DEF000ETT16000189,SUPPLY OF FITNESS EQUIPMENT AND STORAGE CAGES,Ministry of Defence,18/10/2016,Awarded to Suppliers,ADVANCE SPORTS TECHNOLOGIES PTE. LTD.,1178405
DEF000ETT16000189,SUPPLY OF FITNESS EQUIPMENT AND STORAGE CAGES,Ministry of Defence,18/10/2016,Awarded to Suppliers,Active Lifestyle Pte Ltd,310370
DEF000ETT16000189,SUPPLY OF FITNESS EQUIPMENT AND STORAGE CAGES,Ministry of Defence,18/10/2016,Awarded to Suppliers,LIAN HUP SENG FURNITURE CONTRACTOR COMPANY,271560
DEF000ETT16000192,Planning and management of media buys,Ministry of Defence,10/11/2016,Awarded to Suppliers,OMD SINGAPORE PTE. LTD.,31
DEF000ETT16000195,Conduct of Adventure-Based Leadership Training,Ministry of Defence,29/8/2016,Awarded to Suppliers,CAMELOT PTE. LTD.,160000
DEF000ETT16000197,Travel Related Services in USA,Ministry of Defence,22/9/2016,Awarded to Suppliers,DYNASTY TRAVEL INTERNATIONAL PTE LTD,44267.09
DEF000ETT16000197,Travel Related Services in USA,Ministry of Defence,22/9/2016,Awarded to Suppliers,Safe2Travel Pte Ltd,64758.74
DEF000ETT16000206,Provision of Event Management Services and Food Truck,Ministry of Defence,4/11/2016,Awarded to Suppliers,J'KIDS AMUSEMENT PTE. LTD.,54750
DEF000ETT16000210,D2004-00913-702 MODERNISATION OF 2 PASSENGER LIFTS IN PAYA LEBAR AIR BASE,Ministry of Defence,6/10/2016,Awarded to Suppliers,KONE PTE LTD,223000
DEF000ETT16000219,Conduct of Surveys and Focus Group Discussions,Ministry of Defence,3/11/2016,Awarded to Suppliers,NEXUS LINK PTE. LTD.,68000
DEF000ETT16000221,Travel Related Services,Ministry of Defence,18/11/2016,Awarded to Suppliers,Safe2Travel Pte Ltd,1603474.89
DEF000ETT16000226,Supply and delivery of furniture,Ministry of Defence,21/12/2016,Awarded to Suppliers,Binjai Interior Design Pte Ltd,26904
DEF000ETT16000226,Supply and delivery of furniture,Ministry of Defence,21/12/2016,Awarded to Suppliers,INFINITY DESIGN AND ENGINEERING PTE. LTD.,15120
DEF000ETT16000226,Supply and delivery of furniture,Ministry of Defence,21/12/2016,Awarded to Suppliers,LIAN HUP SENG FURNITURE CONTRACTOR COMPANY,5280
DEF000ETT16000226,Supply and delivery of furniture,Ministry of Defence,21/12/2016,Awarded to Suppliers,Mega Marketing & Services Pte Ltd,28140
DEF000ETT16000228,Management of International Officers' Affairs,Ministry of Defence,30/12/2016,Awarded to Suppliers,A+B Edu Tours and Travel Pte. Ltd.,36756.5
DEF000ETT16000235,Conduct of Pre-Course Skills Workshop,Ministry of Defence,17/10/2016,Awarded to Suppliers,Nanyang Technological University,176400
DEF000ETT16000238,Supply of Gift Cards,Ministry of Defence,5/10/2016,Awarded to No Suppliers,Unknown,0
DEF000ETT16000239,Supply of Officer Cadet Equipping Pack,Ministry of Defence,15/11/2016,Awarded to Suppliers,D & G MARKETING PTE. LTD.,602620
DEF000ETT16000240,Provision of Hampers and Condolence Wreaths,Ministry of Defence,12/12/2016,Awarded to Suppliers,ART IN BLOOM FLORIST & GIFTS,85256
DEF000ETT16000240,Provision of Hampers and Condolence Wreaths,Ministry of Defence,12/12/2016,Awarded to Suppliers,Hazel Florist & Gifts Pte Ltd,79601
DEF000ETT16000240,Provision of Hampers and Condolence Wreaths,Ministry of Defence,12/12/2016,Awarded to Suppliers,NOEL GIFTS INTERNATIONAL LTD.,86508.5
DEF000ETT16000242,Provision of Event Management Services for the Asia-Pacific Military Health Exchange 2017,Ministry of Defence,9/12/2016,Awarded to Suppliers,EXPERIENTIAL CREATIONS PTE. LTD.,104908
DEF000ETT16000248,Period Contract for Supply of Personal Equipment,Ministry of Defence,27/12/2016,Awarded to Suppliers,KOMA INDUSTRIAL GLOVES PRIVATE LIMITED,24669.4
DEF000ETT16000248,Period Contract for Supply of Personal Equipment,Ministry of Defence,27/12/2016,Awarded to Suppliers,SHEARES TECHNOLOGIES PTE. LTD.,39450
